datetime,open,high,low,close,ema1,ema2,rsi,atr
2026-01-29 20:00:00,5308.49315,5445.19697,5286.87041,5438.94578,5107.38892,4733.00075,61.95783,103.39142
2026-01-29 16:00:00,5186.17702,5373.55647,5179.3754,5310.53137,5093.85598,4725.90583,55.78404,99.16564
2026-01-29 12:00:00,5523.07133,5547.5297,5122.5375,5185.84741,5085.01209,4720.0302,48.20557,91.85676
2026-01-29 08:00:00,5548.57289,5552.89107,5474.50772,5522.88201,5080.89636,4715.34862,84.60255,66.23096
2026-01-29 04:00:00,5546.6838,5597.22988,5521.64986,5548.48862,5062.85613,4707.2327,89.36266,65.29616
2026-01-29 00:00:00,5521.22799,5550.58673,5453.04102,5546.72951,5043.0344,4698.77787,89.32435,64.50509
2026-01-28 20:00:00,5326.98804,5589.6163,5323.99575,5518.91913,5022.47541,4690.25574,88.72832,61.96351
2026-01-28 16:00:00,5278.79385,5329.23026,5270.94374,5327.17903,5002.21241,4681.92747,82.45831,46.29758
2026-01-28 12:00:00,5261.56075,5296.31763,5249.61746,5278.91001,4988.94846,4675.44253,79.8364,45.37536
2026-01-28 08:00:00,5290.96175,5312.93213,5245.93183,5261.51413,4977.1133,4669.37753,78.77472,45.27345
2026-01-28 04:00:00,5234.83781,5291.33209,5232.88509,5290.66409,4965.5051,4663.4264,85.80451,43.60215
2026-01-28 00:00:00,5171.76974,5246.42731,5159.49412,5234.88439,4952.2333,4657.12251,83.12941,42.46024
2026-01-27 20:00:00,5099.1982,5191.00232,5098.86184,5171.86645,4940.69652,4651.31586,78.97239,39.03924
2026-01-27 16:00:00,5085.52939,5102.02246,5077.42801,5099.19537,4931.26102,4646.08419,71.43554,34.95453
2026-01-27 12:00:00,5077.51671,5092.69521,5051.13522,5085.97078,4924.40655,4641.53031,69.59393,35.75146
2026-01-27 08:00:00,5088.04553,5099.37682,5068.50613,5077.44213,4917.8121,4637.06357,68.37285,35.30465
2026-01-27 04:00:00,5077.3057,5102.59816,5058.67295,5087.91951,4911.29658,4632.63766,71.65547,35.64573
2026-01-27 00:00:00,5046.60453,5080.08706,5017.52393,5077.45369,4904.08749,4628.06196,70.3344,35.00884
2026-01-26 20:00:00,5029.23113,5061.68997,4999.05307,5046.14285,4897.01131,4623.54546,65.92208,32.88928
2026-01-26 16:00:00,5092.30835,5104.90126,5013.25524,5029.16284,4890.92431,4619.29825,63.16306,30.60101
2026-01-26 12:00:00,5091.20092,5097.7299,5056.00428,5092.40917,4885.28192,4615.17901,87.72941,25.90524
2026-01-26 08:00:00,5089.7835,5097.99316,5077.21542,5091.32139,4876.82775,4610.38272,87.65271,24.68828
2026-01-26 04:00:00,5075.6593,5108.49956,5052.61166,5089.79523,4868.07291,4605.54917,87.55134,24.98909
2026-01-26 00:00:00,5039.11443,5091.62984,5030.10014,5075.54527,4859.02302,4600.68238,86.59734,22.61226
2026-01-25 20:00:00,4982.40644,5039.18582,4979.13611,5039.16362,4850.18537,4595.90988,83.6217,19.61861
2026-01-25 16:00:00,4982.42698,4984.37168,4981.87684,4982.45467,4842.47198,4591.45507,75.86648,16.50853
2026-01-25 12:00:00,4982.42698,4982.64399,4982.35936,4982.53427,4836.7584,4587.52543,75.91333,17.58651
2026-01-25 08:00:00,4982.42698,4982.64399,4982.35936,4982.52152,4830.80836,4583.55549,75.91112,18.91742
2026-01-25 04:00:00,4982.42698,4982.644,4982.35936,4982.45026,4824.61599,4579.54578,75.89963,20.35071
2026-01-25 00:00:00,4982.42698,4982.644,4982.35937,4982.39342,4818.17377,4575.49649,75.89112,21.89426
2026-01-24 20:00:00,4982.42698,4982.64401,4982.35937,4982.40917,4811.47093,4571.40707,75.89802,23.55653
2026-01-24 16:00:00,4982.42698,4982.64401,4982.35937,4982.4814,4804.49386,4567.2764,75.92742,25.34668
2026-01-24 12:00:00,4982.40454,4982.64402,4982.34468,4982.53618,4797.22906,4563.10349,75.94814,27.27453
2026-01-24 08:00:00,4982.40922,4982.63413,4982.33218,4982.49587,4789.6655,4558.88808,75.94365,29.34954
2026-01-24 04:00:00,4982.41116,4982.63376,4982.33704,4982.42877,4781.79488,4554.63072,75.93672,31.58397
2026-01-24 00:00:00,4982.41442,4982.63423,4982.33976,4982.37716,4773.60574,4550.33124,75.93176,33.99069
2026-01-23 20:00:00,4984.87402,4986.59233,4972.26855,4982.40009,4765.08446,4545.98907,75.93821,36.5827
2026-01-23 16:00:00,4959.09924,4990.21326,4958.60674,4984.67331,4756.21443,4541.60303,76.53704,38.29493
2026-01-23 12:00:00,4922.67972,4963.64596,4921.31441,4959.14469,4746.88958,4537.15006,74.43477,38.80942
2026-01-23 08:00:00,4945.22884,4947.53921,4902.18615,4923.05946,4738.2261,4532.90891,71.02747,38.53849
2026-01-23 04:00:00,4952.23596,4967.57375,4944.17205,4945.19236,4730.68189,4528.9878,76.86185,38.01429
2026-01-23 00:00:00,4958.12665,4964.98556,4939.35647,4952.25927,4721.92636,4524.80484,78.7805,39.13833
2026-01-22 20:00:00,4911.87195,4959.5326,4911.87195,4958.22997,4712.52501,4520.50881,80.35412,40.17751
2026-01-22 16:00:00,4870.01339,4923.18891,4868.58218,4911.86931,4702.49624,4516.10961,77.04867,39.60168
2026-01-22 12:00:00,4832.49187,4872.83234,4809.25849,4869.58509,4693.9504,4512.13212,73.23472,38.44744
2026-01-22 08:00:00,4833.58747,4837.02706,4815.16206,4832.39065,4686.78164,4508.53963,69.03126,36.51464
2026-01-22 04:00:00,4795.93352,4837.92825,4793.64429,4833.94215,4680.83841,4505.28484,69.45376,37.64154
2026-01-22 00:00:00,4780.61764,4807.90878,4775.24505,4796.12036,4674.58928,4501.98176,64.54126,37.13058
2026-01-21 20:00:00,4780.26923,4840.2529,4775.0818,4780.9494,4669.62883,4499.02559,62.28193,37.47419
2026-01-21 16:00:00,4849.89978,4853.65774,4759.61082,4780.28158,4665.08513,4496.19218,62.18344,35.34365
2026-01-21 12:00:00,4865.15569,4880.1355,4819.83543,4850.1838,4660.38323,4493.33701,83.33389,30.82802
2026-01-21 08:00:00,4855.33843,4876.12195,4853.0167,4865.12302,4652.63627,4489.75061,89.366,28.56094
2026-01-21 04:00:00,4845.04038,4885.77139,4831.05262,4855.44592,4643.96334,4485.97803,88.88193,28.98061
2026-01-21 00:00:00,4776.08355,4847.6715,4771.00542,4845.05651,4635.3314,4482.26478,88.35339,27.00075
2026-01-20 20:00:00,4760.69265,4779.5704,4747.79286,4776.21189,4626.77119,4478.61863,83.53816,23.18034
2026-01-20 16:00:00,4735.91726,4767.45217,4729.10885,4760.79846,4620.67157,4475.62775,81.99016,22.51901
2026-01-20 12:00:00,4732.19687,4749.88029,4715.64562,4735.97456,4614.95211,4472.76171,79.04296,21.30176
2026-01-20 08:00:00,4715.48201,4737.01288,4714.93162,4732.31131,4610.01242,4470.11635,78.56224,20.30692
2026-01-20 04:00:00,4680.47109,4721.80243,4680.10204,4715.61787,4605.02063,4467.48123,76.25774,20.17043
2026-01-20 00:00:00,4665.93253,4682.13245,4660.31632,4680.37885,4600.50645,4464.98739,69.91934,18.51428
2026-01-19 20:00:00,4670.79201,4678.06613,4664.81457,4666.00155,4597.24635,4462.82266,66.53464,18.26029
2026-01-19 16:00:00,4675.10795,4680.90495,4668.18044,4670.82045,4594.44002,4460.78066,68.94926,18.64558
2026-01-19 12:00:00,4662.54141,4676.41937,4659.69519,4675.20068,4591.32245,4458.6697,71.12801,19.10105
2026-01-19 08:00:00,4665.36889,4673.88271,4659.94839,4662.30565,4587.89885,4456.49351,68.39821,19.28388
2026-01-19 04:00:00,4658.78566,4678.69919,4658.74172,4665.45579,4584.86184,4454.42505,69.89733,19.69539
2026-01-19 00:00:00,4673.6838,4682.37822,4654.35475,4658.84722,4581.57229,4452.30414,68.55476,19.67523
2026-01-18 20:00:00,4595.25035,4686.1434,4588.36075,4673.97671,4578.41821,4450.22833,75.73544,19.03306
2026-01-18 16:00:00,4595.27358,4595.67224,4595.07714,4595.28796,4574.51786,4447.9796,50.89522,12.97539
2026-01-18 12:00:00,4595.27358,4595.47381,4595.21133,4595.24858,4573.6701,4446.49911,50.87185,13.92772
2026-01-18 08:00:00,4595.27358,4595.47381,4595.21133,4595.24858,4572.78935,4445.00414,50.87185,14.9789
2026-01-18 04:00:00,4595.27358,4595.47381,4595.21132,4595.30944,4571.87265,4443.49415,50.90413,16.11093
2026-01-18 00:00:00,4595.27358,4595.47381,4595.21131,4595.36887,4570.91604,4441.96837,50.93344,17.33004
2026-01-17 20:00:00,4595.27991,4595.48014,4595.21131,4595.36604,4569.91797,4440.42665,50.93219,18.64293
2026-01-17 16:00:00,4595.27991,4595.48014,4595.21767,4595.30975,4568.87927,4438.86947,50.90911,20.05632
2026-01-17 12:00:00,4595.27583,4595.4819,4595.21075,4595.2521,4567.80048,4437.29721,50.88713,21.57892
2026-01-17 08:00:00,4595.26008,4595.48225,4595.19287,4595.2538,4566.68,4435.70972,50.88776,23.21798
2026-01-17 04:00:00,4595.25967,4595.46744,4595.19294,4595.30177,4565.51372,4434.10627,50.90411,24.98172
2026-01-17 00:00:00,4595.26053,4595.46743,4595.19255,4595.35845,4564.29789,4432.48621,50.92205,26.88228
2026-01-16 20:00:00,4590.53336,4597.8108,4579.84926,4595.35042,4563.03011,4430.8493,50.91978,28.929
2026-01-16 16:00:00,4571.71865,4597.49552,4571.71865,4590.58565,4561.71091,4429.19603,49.6324,29.77265
2026-01-16 12:00:00,4612.74575,4620.35762,4533.25987,4571.87435,4560.53235,4427.57402,44.30528,30.08002
2026-01-16 08:00:00,4607.97438,4615.75964,4598.76454,4612.82481,4560.06941,4426.12377,56.43531,25.69404
2026-01-16 04:00:00,4596.59473,4615.14936,4594.24971,4608.22345,4557.91613,4424.24737,55.15425,26.36319
2026-01-16 00:00:00,4610.10755,4610.84419,4590.48532,4596.64022,4555.86277,4422.39837,51.84413,26.78346
2026-01-15 20:00:00,4615.42757,4620.04425,4599.26038,4610.18987,4554.19838,4420.64719,56.363,27.27766
2026-01-15 16:00:00,4615.68066,4623.85265,4602.58275,4615.51073,4551.91302,4418.74224,58.21321,27.77718
2026-01-15 12:00:00,4619.24646,4620.35641,4584.67593,4615.68546,4549.31719,4416.76467,58.27154,28.27774
2026-01-15 08:00:00,4601.61312,4622.32143,4598.78737,4619.17249,4546.60828,4414.76547,59.374,27.7083
2026-01-15 04:00:00,4592.34412,4614.39904,4581.64955,4601.78438,4543.64648,4412.71112,55.47334,28.0294
2026-01-15 00:00:00,4615.41015,4618.0348,4583.55618,4592.32058,4541.2735,4410.81089,53.2025,27.66632
2026-01-14 20:00:00,4639.51866,4641.81025,4605.43514,4615.36146,4539.18995,4408.98667,60.13594,27.14229
2026-01-14 16:00:00,4617.82918,4641.32613,4603.18714,4639.42556,4536.08091,4406.91255,68.8359,26.43207
2026-01-14 12:00:00,4629.80922,4639.38287,4602.63168,4617.84888,4531.86276,4404.57574,64.56806,25.53154
2026-01-14 08:00:00,4633.01843,4639.01586,4623.34092,4629.42976,4528.35312,4402.43229,69.2979,24.66849
2026-01-14 04:00:00,4628.76165,4640.63347,4621.00045,4633.16171,4524.22754,4400.15091,70.85094,25.3603
2026-01-14 00:00:00,4597.50371,4631.57109,4597.43426,4628.78429,4519.78125,4397.80909,70.12162,25.80087
2026-01-13 20:00:00,4597.55208,4598.98327,4571.4012,4597.42364,4515.33215,4395.48773,64.15539,25.15882
2026-01-13 16:00:00,4619.50673,4619.98414,4580.44554,4597.7796,4511.98148,4393.45823,64.2907,24.97242
2026-01-13 12:00:00,4588.28715,4632.91936,4579.01754,4619.57623,4508.47951,4391.40474,73.051,23.85194
2026-01-13 08:00:00,4581.75423,4595.90679,4580.67109,4588.271,4503.94495,4389.11156,67.0661,21.54041
2026-01-13 04:00:00,4593.80645,4601.2469,4574.39161,4581.83141,4500.50307,4387.10996,65.60715,22.02539
2026-01-13 00:00:00,4597.8441,4598.50461,4575.67327,4593.96495,4497.18355,4385.15296,71.1194,21.65386
2026-01-12 20:00:00,4611.36907,4611.4226,4579.51186,4597.86865,4493.23329,4383.05435,72.95049,21.56328
2026-01-12 16:00:00,4621.88023,4631.59455,4600.17114,4611.33102,4488.96246,4380.89541,79.50559,20.76732
2026-01-12 12:00:00,4583.41223,4627.03456,4578.45832,4621.94611,4483.96782,4378.57948,85.10475,19.94763
2026-01-12 08:00:00,4588.1588,4600.50466,4579.32168,4583.62234,4478.33605,4376.13358,80.5012,17.74542
2026-01-12 04:00:00,4570.69422,4589.33155,4563.03017,4588.62366,4474.03865,4374.04827,83.63345,17.481
2026-01-12 00:00:00,4539.55623,4599.1113,4538.13307,4570.76147,4469.36171,4371.89173,81.20864,16.80251
2026-01-11 20:00:00,4509.80434,4543.82187,4509.22139,4539.60612,4465.22295,4369.89304,75.27591,13.40437
2026-01-11 16:00:00,4509.81268,4510.04601,4509.71232,4509.83173,4462.1869,4368.18738,65.65288,11.7739
2026-01-11 12:00:00,4509.81268,4510.00914,4509.75149,4509.90232,4460.24221,4366.76382,65.70918,12.65392
2026-01-11 08:00:00,4509.81268,4510.00914,4509.75149,4509.9071,4458.21527,4365.32524,65.71272,13.60748
2026-01-11 04:00:00,4509.81268,4510.00913,4509.75148,4509.84985,4456.1054,4363.87216,65.69215,14.63439
2026-01-11 00:00:00,4509.81268,4510.00913,4509.75148,4509.78917,4453.91175,4362.40504,65.67187,15.74029
2026-01-10 20:00:00,4509.81471,4510.01591,4509.75148,4509.78717,4451.63104,4360.9238,65.67125,16.93127
2026-01-10 16:00:00,4509.81471,4510.01116,4509.75351,4509.84807,4449.25732,4359.42768,65.70485,18.21333
2026-01-10 12:00:00,4509.81048,4510.01116,4509.73316,4509.90734,4446.78423,4357.91592,65.73525,19.59454
2026-01-10 08:00:00,4509.81064,4510.00787,4509.74537,4509.9025,4444.20777,4356.38837,65.73405,21.08042
2026-01-10 04:00:00,4509.80821,4510.00901,4509.74592,4509.84246,4441.52636,4354.84551,65.7202,22.6818
2026-01-10 00:00:00,4509.81268,4510.00705,4509.74743,4509.78257,4438.73794,4353.28775,65.70736,24.40632
2026-01-09 20:00:00,4499.90988,4511.053,4497.61855,4509.79,4435.83816,4351.71494,65.71019,26.26376
2026-01-09 16:00:00,4511.69845,4514.20875,4483.06142,4499.75264,4432.81972,4350.12625,63.74772,27.25063
2026-01-09 12:00:00,4475.80119,4515.83105,4462.97996,4511.49501,4430.08777,4348.62246,67.97374,26.95088
2026-01-09 08:00:00,4470.23819,4477.4769,4464.66724,4475.92804,4426.76502,4346.98555,60.63371,24.95856
2026-01-09 04:00:00,4464.98334,4476.094,4458.99758,4470.3062,4424.75837,4345.68965,59.26339,25.89309
2026-01-09 00:00:00,4475.4063,4476.49597,4454.05918,4465.00507,4422.89927,4344.43722,57.98273,26.56975
2026-01-08 20:00:00,4451.60002,4483.72578,4451.56766,4475.42944,4421.18067,4343.22548,61.51389,26.88767
2026-01-08 16:00:00,4451.062,4464.25821,4445.09004,4451.55911,4418.96643,4341.8968,55.78892,26.4816
2026-01-08 12:00:00,4423.58894,4454.70421,4407.90536,4451.40461,4417.63612,4340.79467,55.74936,27.04417
2026-01-08 08:00:00,4431.45613,4434.97311,4419.80427,4423.31686,4416.25781,4339.68301,47.87549,25.52458
2026-01-08 04:00:00,4440.5195,4440.60255,4415.56752,4431.5144,4415.96969,4338.84247,50.30114,26.32117
2026-01-08 00:00:00,4463.65589,4466.13399,4431.25487,4440.59412,4415.33521,4337.91109,53.06642,26.42011
2026-01-07 20:00:00,4457.36735,4464.06195,4450.2087,4463.73056,4414.30423,4336.8791,61.0013,25.76941
2026-01-07 16:00:00,4443.22508,4468.78535,4443.01802,4457.24727,4412.28683,4335.60421,59.42252,26.68604
2026-01-07 12:00:00,4447.5989,4455.87456,4425.27169,4443.04678,4410.45171,4334.38167,55.78175,26.75671
2026-01-07 08:00:00,4461.76631,4474.22481,4447.31923,4447.31923,4409.1213,4333.28956,57.21597,26.46085
2026-01-07 04:00:00,4474.23291,4474.94649,4442.58473,4461.80042,4407.5622,4332.14353,62.25365,26.42664
2026-01-07 00:00:00,4493.19976,4494.03343,4461.12241,4474.4531,4405.3484,4330.84045,67.04281,25.9701
2026-01-06 20:00:00,4481.4641,4500.4487,4481.03011,4493.25249,4402.5278,4329.3971,75.00353,25.43618
2026-01-06 16:00:00,4475.48166,4493.57837,4473.85178,4481.54678,4398.82475,4327.75032,73.1609,25.89907
2026-01-06 12:00:00,4462.91089,4488.92991,4455.0664,4475.87364,4395.44834,4326.20462,72.23999,26.37388
2026-01-06 08:00:00,4459.96051,4476.96083,4443.91133,4463.11257,4392.16568,4324.70041,70.09686,25.79775
2026-01-06 04:00:00,4467.39888,4473.43839,4451.56993,4460.02082,4389.26988,4323.30934,69.56831,25.23992
2026-01-06 00:00:00,4440.61519,4468.0174,4429.30632,4467.40919,4386.38209,4321.93535,72.40831,25.49927
2026-01-05 20:00:00,4440.19627,4459.21378,4438.79193,4441.00984,4383.07486,4320.4733,68.08563,24.48297
2026-01-05 16:00:00,4448.44156,4454.10517,4435.00358,4440.26689,4380.71017,4319.26188,67.95444,24.79537
2026-01-05 12:00:00,4420.34027,4454.41557,4397.88081,4448.51488,4378.27928,4318.04575,70.96166,25.23335
2026-01-05 08:00:00,4421.92237,4440.10956,4411.10603,4420.27949,4375.41252,4316.7345,66.20807,22.82555
2026-01-05 04:00:00,4402.7892,4425.0637,4397.82225,4421.77092,4373.58122,4315.69385,66.74398,22.35032
2026-01-05 00:00:00,4372.89232,4418.42313,4370.78191,4402.37387,4371.61429,4314.62775,63.14095,21.97408
2026-01-04 20:00:00,4330.49629,4376.85736,4329.27104,4373.04071,4370.3588,4313.74588,56.52711,19.99969
2026-01-04 16:00:00,4330.49282,4331.70186,4330.26423,4330.51407,4370.24933,4313.14995,42.68109,17.87764
2026-01-04 12:00:00,4330.49282,4330.68149,4330.43409,4330.46289,4371.87118,4312.97543,42.66068,19.14225
2026-01-03 12:00:00,4330.48907,4330.68336,4330.43095,4330.47347,4373.56132,4312.79968,42.66359,20.5957
2026-01-03 08:00:00,4330.49313,4330.68335,4330.42909,4330.47902,4375.32,4312.62206,42.66501,22.16057
2026-01-03 04:00:00,4330.49248,4330.68124,4330.42843,4330.54761,4377.15025,4312.44259,42.68132,23.84567
2026-01-03 00:00:00,4330.49282,4330.68125,4330.43218,4330.58943,4379.0524,4312.26063,42.69056,25.66051
2026-01-02 20:00:00,4319.10312,4334.91082,4315.21198,4330.56561,4381.03048,4312.07642,42.684,27.61523
2026-01-02 16:00:00,4335.97865,4336.02904,4310.36817,4319.3054,4383.09027,4311.8906,39.65096,28.22419
2026-01-02 12:00:00,4392.44851,4402.87822,4330.45069,4336.03755,4385.69373,4311.81608,42.7742,28.42071
2026-01-02 08:00:00,4383.16958,4399.5895,4380.91719,4392.52596,4387.72051,4311.57265,56.79976,25.03557
2026-01-02 04:00:00,4374.92737,4383.51979,4371.0976,4383.11653,4387.52437,4310.75904,54.49169,25.52505
2026-01-02 00:00:00,4349.63592,4376.202,4341.36529,4374.80965,4387.70428,4310.03183,52.40723,26.53297
2026-01-01 20:00:00,4315.0866,4351.67314,4312.99577,4349.52173,4388.2306,4309.3808,45.32853,25.89422
2026-01-01 16:00:00,4315.08957,4316.6264,4314.86277,4315.16528,4389.81055,4308.97737,32.70052,24.9109
2026-01-01 12:00:00,4315.08957,4315.28308,4315.031,4315.18436,4392.8573,4308.91518,32.70442,26.69146
2026-01-01 08:00:00,4315.09366,4315.28307,4315.03148,4315.1375,4396.02762,4308.85218,32.68613,28.72525
2026-01-01 04:00:00,4315.08957,4315.28307,4314.93394,4315.07818,4399.32926,4308.78901,32.66462,30.91554
2026-01-01 00:00:00,4315.09344,4315.28306,4315.02976,4315.06024,4402.76808,4308.7258,32.65858,33.2668
2025-12-31 20:00:00,4311.23326,4326.44321,4304.69385,4315.11299,4406.34799,4308.66214,32.66658,35.8063
2025-12-31 16:00:00,4336.79504,4339.0415,4309.62961,4311.26879,4410.07187,4308.5973,31.53102,36.8876
2025-12-31 12:00:00,4311.15644,4352.58769,4303.69981,4336.93622,4414.10464,4308.57046,35.21294,37.46265
2025-12-31 08:00:00,4331.06406,4336.84017,4303.67542,4311.2298,4417.25438,4308.28537,27.32026,36.58379
2025-12-31 04:00:00,4348.15308,4350.76721,4279.06735,4331.21104,4421.58191,4308.25578,29.95409,36.84679
2025-12-31 00:00:00,4338.8254,4372.76325,4332.94056,4348.25485,4425.27052,4308.02507,32.43047,34.16579
2025-12-30 20:00:00,4346.83879,4354.98345,4331.26766,4339.06765,4428.41401,4307.62075,29.51374,33.73064
2025-12-30 16:00:00,4367.45885,4380.48812,4339.77076,4346.71282,4432.0608,4307.30471,30.53215,34.50102
2025-12-30 12:00:00,4384.46557,4405.82213,4355.42705,4367.2504,4435.5444,4306.90864,33.40771,34.02284
2025-12-30 08:00:00,4371.62186,4390.83312,4350.85951,4384.51743,4438.33191,4306.30219,36.05903,32.76343
2025-12-30 04:00:00,4358.66821,4383.20705,4357.96031,4371.66231,4440.52841,4305.51611,32.34731,32.2088
2025-12-30 00:00:00,4346.13232,4368.89977,4327.84253,4358.67787,4443.33928,4304.85133,28.45187,32.74435
2025-12-29 20:00:00,4337.39758,4346.32068,4325.67935,4346.23828,4446.79484,4304.31036,24.58905,32.10489
2025-12-29 16:00:00,4327.67773,4348.90206,4312.94161,4337.36579,4450.89919,4303.88897,21.79259,32.98671
2025-12-29 12:00:00,4444.01586,4469.14857,4307.57154,4327.50703,4455.53321,4303.55252,18.68118,32.75796
